,layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,xmax,xmin
0,3,Embedding,0.07359278767463728,768,30522,39.7421875,3.0267653358110547,13.470692768648924,0.663236302330664,True,28217.87,embedding,13.470743343039903,4.785976,4.4505243,bert.embeddings.word_embeddings,768,61090.76,768,355,0,1,0.10756953501445558,28217.87,2.1649673,success,167.98175048828125,1.7026110887527466,,0,28217.869140625,36.34254837036133
1,4,Embedding,0.10000405519288835,512,768,1.5,1.7135292459105487,1.7078124826238776,0.6264303983208465,True,9.923474,embedding,2.467356573669849,2.0066278,0.99666375,bert.embeddings.position_embeddings,512,101.53775,512,311,0,1,0.04046053155122062,9.923474,10.232077,success,3.1501545906066895,0.019399207085371017,over-trained,0,9.923474311828613,0.012243149802088737
2,13,Linear,0.041366108071163754,768,768,1.0,2.8925907745871084,4.036131650654732,0.9106483933689435,True,24.85046,dense,4.737800312527776,3.0401583,1.3953345,bert.encoder.layer.0.attention.self.query,766,1096.8774,768,94,2,1,0.19520583353825305,24.85046,44.139122,success,4.985023498535156,2.7138115910929628e-05,,2,24.850460052490234,3.355412244796753
3,14,Linear,0.046416829590546604,768,768,1.0,3.205469238737796,5.026617749710191,0.9095384529501848,True,36.99455,dense,5.312644495529264,3.0334723,1.5681379,bert.encoder.layer.0.attention.self.key,768,1080.1204,768,87,0,1,0.236451121604996,36.99455,29.196743,success,6.082314491271973,0.002191683044657111,,0,36.99454879760742,3.5866951942443848
4,15,Linear,0.09940384548500947,768,768,1.0,4.361486891550122,2.9461923480876204,0.937780751987358,True,4.7369823,dense,3.9875130203218334,2.684633,0.6755018,bert.encoder.layer.0.attention.self.value,768,483.76328,768,59,0,1,0.43762831768722515,4.7369823,102.12478,success,2.1764609813690186,0.0005616971175186336,,1,4.736982345581055,2.1034340858459473
5,18,Linear,0.06302375759295503,768,768,1.0,2.5198164725191043,2.2268208756846324,0.9196177342360911,True,7.6510925,dense,3.2991033565506362,2.677825,0.88372344,bert.encoder.layer.0.attention.output.dense,768,476.2389,768,144,0,1,0.12665137270992535,7.6510925,62.24456,success,2.7660608291625977,0.0004849813412874937,,2,7.651092529296875,0.9984254837036133
6,22,Linear,0.057082799912019255,768,3072,4.0,3.3831595041957754,7.439637524552023,0.9728246549667215,True,158.13223,dense,7.509014734468455,3.5199928,2.1990206,bert.encoder.layer.0.intermediate.dense,768,3311.2559,768,220,0,1,0.160672580995676,158.13223,20.93979,success,12.575063705444336,0.46033450961112976,,0,158.13223266601562,4.863691329956055
7,25,Linear,0.03651440486915758,768,3072,4.0,3.605298015726447,6.144568884259765,1.000855442329814,True,50.61934,dense,6.400812036433617,3.4826336,1.7043165,bert.encoder.layer.0.output.dense,768,3038.3203,768,32,0,1,0.4605559734830068,50.61934,60.022915,success,7.114727020263672,0.4005948007106781,,0,50.61933898925781,9.135333061218262
8,31,Linear,0.04239603780120493,768,768,1.0,2.731037463751747,3.587607537607255,0.915824838405362,True,20.589352,dense,4.484270745971633,3.0248878,1.3136427,bert.encoder.layer.1.attention.self.query,767,1058.9799,768,137,1,1,0.14789251129509048,20.589352,51.433376,success,4.537549018859863,0.000414910027757287,,2,20.589351654052734,2.376622438430786
9,32,Linear,0.031014582967943793,768,768,1.0,2.740872253339087,4.157728947479258,0.9040434557357327,True,32.88034,dense,4.691198711493812,3.0245342,1.5169364,bert.encoder.layer.1.attention.self.key,768,1058.1178,768,110,0,1,0.16598565662144946,32.88034,32.180866,success,5.734138011932373,0.0008463733247481287,,1,32.880340576171875,2.7464046478271484
